2026-03-14 15:18:45.552 | INFO     | __main__:run:146 - Starting gpt-5-nano pipeline. Processing 3992 records.
2026-03-14 15:18:53.170 | ERROR    | __main__:process_batch:133 - Batch processing error: Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-5-nano in organization org-eWM20bC77LVrmsejmlq45yda on tokens per min (TPM): Limit 200000, Used 200000, Requested 1398. Please try again in 419ms. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'tokens', 'param': None, 'code': 'rate_limit_exceeded'}}
2026-03-14 15:18:53.173 | ERROR    | __main__:process_batch:133 - Batch processing error: Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-5-nano in organization org-eWM20bC77LVrmsejmlq45yda on tokens per min (TPM): Limit 200000, Used 200000, Requested 855. Please try again in 256ms. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'tokens', 'param': None, 'code': 'rate_limit_exceeded'}}
2026-03-14 15:18:53.177 | ERROR    | __main__:process_batch:133 - Batch processing error: Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-5-nano in organization org-eWM20bC77LVrmsejmlq45yda on tokens per min (TPM): Limit 200000, Used 200000, Requested 958. Please try again in 287ms. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'tokens', 'param': None, 'code': 'rate_limit_exceeded'}}
2026-03-14 15:18:53.180 | ERROR    | __main__:process_batch:133 - Batch processing error: Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-5-nano in organization org-eWM20bC77LVrmsejmlq45yda on tokens per min (TPM): Limit 200000, Used 200000, Requested 1146. Please try again in 343ms. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'tokens', 'param': None, 'code': 'rate_limit_exceeded'}}
2026-03-14 15:18:53.735 | ERROR    | __main__:process_batch:133 - Batch processing error: Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-5-nano in organization org-eWM20bC77LVrmsejmlq45yda on tokens per min (TPM): Limit 200000, Used 200000, Requested 2149. Please try again in 644ms. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'tokens', 'param': None, 'code': 'rate_limit_exceeded'}}
2026-03-14 15:18:54.124 | ERROR    | __main__:process_batch:133 - Batch processing error: Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-5-nano in organization org-eWM20bC77LVrmsejmlq45yda on tokens per min (TPM): Limit 200000, Used 200000, Requested 1069. Please try again in 320ms. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'tokens', 'param': None, 'code': 'rate_limit_exceeded'}}
2026-03-14 15:24:34.380 | INFO     | __main__:run:125 - Starting gpt-5-nano pipeline. Processing 3992 records.
2026-03-14 16:13:50.554 | ERROR    | __main__:process_batch:118 - Fatal batch processing error: Error code: 400 - {'error': {'message': "We could not parse the JSON body of your request. (HINT: This likely means you aren't using your HTTP library correctly. The OpenAI API expects a JSON payload, but what was sent was not valid JSON. If you have trouble figuring out how to fix this, please contact us through our help center at help.openai.com.)", 'type': 'invalid_request_error', 'param': None, 'code': None}}
2026-03-14 16:21:04.304 | INFO     | __main__:run:157 - Starting gpt-5-nano pipeline. Processing 3992 records.
2026-03-14 18:25:35.453 | SUCCESS  | __main__:run:173 - Pipeline finished in 7471.20s
2026-03-14 18:25:35.460 | INFO     | __main__:run:174 - Tokens Used - Input: 944032 | Output: 2945621
2026-03-14 18:25:35.461 | INFO     | __main__:run:175 - Total Exact Cost (gpt-5-nano): $1.2255 USD
